"","NRI_ID","STATE","STATEABBRV","COUNTY","AVLN_risk","CFLD_risk","CWAV_risk","DRGT_risk","ERQK_risk","HAIL_risk","HWAV_risk","HRCN_risk","ISTM_risk","LNDS_risk","LTNG_risk","RFLD_risk","SWND_risk","TRND_risk","TSUN_risk","VLCN_risk","WFIR_risk","WNTW_risk"
"1942","C37101","North Carolina","NC","Johnston","Very Low","Very Low","Middle","Low","Low","Middle","Middle","High","High","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Low"
"1943","C37103","North Carolina","NC","Jones","Very Low","Low","Middle","Low","Low","Middle","Middle","High","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"1944","C37105","North Carolina","NC","Lee","Very Low","Very Low","Middle","Low","Low","Middle","Low","Middle","Very High","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Low"
"1945","C37107","North Carolina","NC","Lenoir","Very Low","Low","Middle","Low","Low","Middle","Low","High","Middle","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Low"
"1946","C37109","North Carolina","NC","Lincoln","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Very High","Low","High","Low","Middle","Low","Very Low","Very Low","Low","Low"
"1947","C37111","North Carolina","NC","McDowell","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","High","Low","Middle","Low","Middle","Low","Very Low","Very Low","Low","Middle"
"1948","C37113","North Carolina","NC","Macon","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","Middle","Low","Middle","Low","Very Low","Very Low","Low","Middle"
"1949","C37115","North Carolina","NC","Madison","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","Middle","Low","Middle","Low","Very Low","Very Low","Middle","High"
"1950","C37117","North Carolina","NC","Martin","Very Low","Low","Middle","Low","Low","Middle","Low","High","Middle","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Low"
"1951","C37119","North Carolina","NC","Mecklenburg","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Very High","Low","High","Middle","Middle","Low","Very Low","Very Low","Low","Low"
"1952","C37121","North Carolina","NC","Mitchell","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","Middle","Low","Middle","Low","Very Low","Very Low","Low","High"
"1953","C37123","North Carolina","NC","Montgomery","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Middle","Very High","Low","Middle","Low","Middle","Low","Very Low","Very Low","Low","Low"
"1954","C37125","North Carolina","NC","Moore","Very Low","Very Low","Middle","Low","Low","Middle","Low","Middle","Very High","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"1955","C37127","North Carolina","NC","Nash","Very Low","Very Low","Middle","Low","Low","Middle","Middle","High","High","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Low"
"1956","C37129","North Carolina","NC","New Hanover","Very Low","High","Middle","Low","Low","Middle","Low","High","Middle","Low","High","Middle","Low","Low","Very Low","Very Low","Low","Low"
"1957","C37131","North Carolina","NC","Northampton","Very Low","Low","Middle","Low","Low","Middle","Low","High","Middle","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Low"
"1958","C37133","North Carolina","NC","Onslow","Very Low","High","Middle","Low","Low","Middle","Middle","High","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"1959","C37135","North Carolina","NC","Orange","Very Low","Very Low","Middle","Low","Low","Middle","Low","Middle","Very High","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Low"
"1960","C37137","North Carolina","NC","Pamlico","Very Low","Low","Middle","Low","Low","Middle","Middle","Very High","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"1961","C37139","North Carolina","NC","Pasquotank","Very Low","High","Middle","Low","Low","Middle","Middle","High","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"1962","C37141","North Carolina","NC","Pender","Very Low","High","Middle","Low","Low","Middle","Low","High","Middle","Low","High","Low","Low","Middle","Very Low","Very Low","Low","Low"
"1963","C37143","North Carolina","NC","Perquimans","Very Low","High","Middle","Low","Low","Middle","Middle","Very High","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"1964","C37145","North Carolina","NC","Person","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","Very High","Low","Middle","Low","Middle","Low","Very Low","Very Low","Low","Middle"
"1965","C37147","North Carolina","NC","Pitt","Very Low","High","Middle","Low","Low","Middle","Low","High","Middle","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Low"
"1966","C37149","North Carolina","NC","Polk","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Very High","Low","High","Low","Middle","Low","Very Low","Very Low","Low","Middle"
"1967","C37151","North Carolina","NC","Randolph","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Very High","Low","Middle","Low","Middle","Low","Very Low","Very Low","Low","Low"
"1968","C37153","North Carolina","NC","Richmond","Very Low","Very Low","Middle","Low","Low","Middle","Low","Middle","High","Low","High","Low","Middle","Low","Very Low","Very Low","Low","Low"
"1969","C37155","North Carolina","NC","Robeson","Very Low","Very Low","Middle","Low","Low","Middle","Low","High","Middle","Low","High","Low","Middle","Middle","Very Low","Very Low","Low","Low"
"1970","C37157","North Carolina","NC","Rockingham","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","Very High","Low","Middle","Middle","Middle","Low","Very Low","Very Low","Low","Middle"
"1971","C37159","North Carolina","NC","Rowan","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Very High","Low","High","Low","Middle","Low","Very Low","Very Low","Low","Middle"
"1972","C37161","North Carolina","NC","Rutherford","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Very High","Low","Middle","Low","Middle","Low","Very Low","Very Low","Low","Middle"
"1973","C37163","North Carolina","NC","Sampson","Very Low","Low","Middle","Low","Low","Middle","Middle","High","High","Low","High","Low","Middle","Middle","Very Low","Very Low","Low","Low"
"1974","C37165","North Carolina","NC","Scotland","Very Low","Very Low","Middle","Low","Low","Middle","Middle","High","Middle","Low","High","Low","Middle","Low","Very Low","Very Low","Low","Low"
"1975","C37167","North Carolina","NC","Stanly","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Middle","Very High","Low","High","Middle","Middle","Low","Very Low","Very Low","Low","Low"
"1976","C37169","North Carolina","NC","Stokes","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","Very High","Low","Middle","Low","Middle","Low","Very Low","Very Low","Low","Middle"
"1977","C37171","North Carolina","NC","Surry","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","High","Low","Middle","Low","Middle","Low","Very Low","Very Low","Low","Middle"
"1978","C37173","North Carolina","NC","Swain","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Low","Middle","Middle","Low","Middle","Low","Very Low","Very Low","Low","High"
"1979","C37175","North Carolina","NC","Transylvania","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","High","Low","High","Middle","Middle","Low","Very Low","Very Low","Low","Middle"
"1980","C37177","North Carolina","NC","Tyrrell","Very Low","Low","Middle","Low","Low","Middle","Middle","Very High","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"1981","C37179","North Carolina","NC","Union","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Middle","Very High","Low","High","Middle","Middle","Low","Very Low","Very Low","Low","Low"
"1982","C37181","North Carolina","NC","Vance","Very Low","Very Low","Middle","Low","Low","Middle","Low","Middle","High","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Low"
"1983","C37183","North Carolina","NC","Wake","Very Low","Very Low","Middle","Low","Low","Middle","Low","Middle","High","Low","Middle","High","Low","Low","Very Low","Very Low","Low","Low"
"1984","C37185","North Carolina","NC","Warren","Very Low","Very Low","Middle","Low","Low","Middle","Low","Middle","High","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Low"
"1985","C37187","North Carolina","NC","Washington","Very Low","Low","Middle","Low","Low","Middle","Middle","High","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"1986","C37189","North Carolina","NC","Watauga","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","Middle","Middle","Middle","Low","Very Low","Very Low","Low","High"
"1987","C37191","North Carolina","NC","Wayne","Very Low","Very Low","Middle","Low","Low","Middle","Middle","High","Middle","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Low"
"1988","C37193","North Carolina","NC","Wilkes","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","High","Low","Middle","Low","Middle","Low","Very Low","Very Low","Low","Middle"
"1989","C37195","North Carolina","NC","Wilson","Very Low","Very Low","Middle","Low","Low","Middle","Middle","High","Middle","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Low"
"1990","C37197","North Carolina","NC","Yadkin","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Very High","Low","Middle","Low","Middle","Low","Very Low","Very Low","Low","Middle"
"1991","C37199","North Carolina","NC","Yancey","Very Low","Very Low","Middle","Middle","Low","Middle","Low","Low","Middle","Low","Middle","Low","Middle","Low","Very Low","Very Low","Low","High"
"1992","C38001","North Dakota","ND","Adams","Very Low","Very Low","High","Middle","Low","Middle","Low","Very Low","Middle","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Middle"
"1993","C38003","North Dakota","ND","Barnes","Very Low","Very Low","Very High","Low","Low","Middle","Low","Very Low","Middle","Low","Middle","Low","Middle","Middle","Very Low","Very Low","Low","High"
"1994","C38005","North Dakota","ND","Benson","Very Low","Very Low","Very High","Low","Low","Middle","Low","Very Low","Middle","Low","Low","Middle","Low","Middle","Very Low","Very Low","Low","High"
"1995","C38007","North Dakota","ND","Billings","Very Low","Very Low","High","Middle","Low","Middle","Low","Very Low","Middle","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Middle"
"1996","C38009","North Dakota","ND","Bottineau","Very Low","Very Low","Very High","Low","Low","Low","Low","Very Low","Middle","Low","Low","Low","Low","Low","Very Low","Very Low","Low","High"
"1997","C38011","North Dakota","ND","Bowman","Very Low","Very Low","High","Middle","Low","Middle","Low","Very Low","Middle","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Middle"
"1998","C38013","North Dakota","ND","Burke","Very Low","Very Low","Very High","Middle","Low","Low","Low","Very Low","Middle","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Middle"
"1999","C38015","North Dakota","ND","Burleigh","Very Low","Very Low","High","Low","Low","Middle","Low","Very Low","Middle","Low","Middle","Low","Low","Middle","Very Low","Very Low","Low","Middle"
"2000","C38017","North Dakota","ND","Cass","Very Low","Very Low","Very High","Low","Low","Middle","Low","Very Low","Middle","Low","Middle","Middle","Middle","High","Very Low","Very Low","Low","High"
"2001","C38019","North Dakota","ND","Cavalier","Very Low","Very Low","Very High","Low","Low","Middle","Low","Very Low","Middle","Low","Low","Low","Low","Middle","Very Low","Very Low","Low","High"
"2002","C38021","North Dakota","ND","Dickey","Very Low","Very Low","High","Low","Low","Middle","Low","Very Low","Middle","Low","Middle","Low","Middle","Middle","Very Low","Very Low","Low","High"
"2003","C38023","North Dakota","ND","Divide","Very Low","Very Low","Very High","Middle","Low","Low","Low","Very Low","Middle","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Middle"
"2004","C38025","North Dakota","ND","Dunn","Very Low","Very Low","High","Middle","Low","Middle","Low","Very Low","Middle","Low","Middle","Low","Low","Middle","Very Low","Very Low","Low","Middle"
"2005","C38027","North Dakota","ND","Eddy","Very Low","Very Low","Very High","Low","Low","Middle","Low","Very Low","Middle","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","High"
"2006","C38029","North Dakota","ND","Emmons","Very Low","Very Low","High","Low","Low","Middle","Low","Very Low","High","Low","Middle","Low","Low","Low","Very Low","Very Low","Middle","Middle"
"2007","C38031","North Dakota","ND","Foster","Very Low","Very Low","Very High","Low","Low","Middle","Low","Very Low","Middle","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","High"
"2008","C38033","North Dakota","ND","Golden Valley","Very Low","Very Low","High","Middle","Low","Middle","Low","Very Low","Middle","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Middle"
"2009","C38035","North Dakota","ND","Grand Forks","Very Low","Very Low","Very High","Low","Low","Middle","Low","Very Low","Low","Low","Low","Low","Middle","High","Very Low","Very Low","Low","High"
"2010","C38037","North Dakota","ND","Grant","Very Low","Very Low","High","Middle","Low","Middle","Low","Very Low","Middle","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Middle"
"2011","C38039","North Dakota","ND","Griggs","Very Low","Very Low","Very High","Low","Low","Middle","Low","Very Low","Middle","Low","Middle","Low","Middle","Low","Very Low","Very Low","Low","High"
"2012","C38041","North Dakota","ND","Hettinger","Very Low","Very Low","High","Low","Low","Middle","Low","Very Low","Middle","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Middle"
"2013","C38043","North Dakota","ND","Kidder","Very Low","Very Low","High","Low","Low","Middle","Low","Very Low","Middle","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","High"
"2014","C38045","North Dakota","ND","LaMoure","Very Low","Very Low","High","Low","Low","Middle","Low","Very Low","Middle","Low","Middle","Low","Low","Middle","Very Low","Very Low","Low","High"
"2015","C38047","North Dakota","ND","Logan","Very Low","Very Low","High","Low","Low","Middle","Low","Very Low","Middle","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","High"
"2016","C38049","North Dakota","ND","McHenry","Very Low","Very Low","Very High","Low","Low","Middle","Low","Very Low","Middle","Low","Low","Low","Low","Middle","Very Low","Very Low","Low","High"
"2017","C38051","North Dakota","ND","McIntosh","Very Low","Very Low","High","Low","Low","Middle","Low","Very Low","Middle","Low","Middle","Low","Middle","Low","Very Low","Very Low","Low","High"
"2018","C38053","North Dakota","ND","McKenzie","Very Low","Very Low","High","Middle","Low","Middle","Low","Very Low","Middle","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Middle"
"2019","C38055","North Dakota","ND","McLean","Very Low","Very Low","Very High","Low","Low","Middle","Low","Very Low","Middle","Low","Middle","Low","Low","Middle","Very Low","Very Low","Low","High"
"2020","C38057","North Dakota","ND","Mercer","Very Low","Very Low","High","Middle","Low","Middle","Low","Very Low","Middle","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Middle"
"2021","C38059","North Dakota","ND","Morton","Very Low","Very Low","High","Low","Low","Middle","Low","Very Low","Middle","Low","Middle","Low","Low","Middle","Very Low","Very Low","Low","Middle"
"2022","C38061","North Dakota","ND","Mountrail","Very Low","Very Low","Very High","Middle","Low","Middle","Low","Very Low","Middle","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Middle"
"2023","C38063","North Dakota","ND","Nelson","Very Low","Very Low","Very High","Low","Low","Middle","Low","Very Low","Middle","Low","Middle","Middle","Middle","Middle","Very Low","Very Low","Low","High"
"2024","C38065","North Dakota","ND","Oliver","Very Low","Very Low","High","Low","Low","Middle","Low","Very Low","Middle","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Middle"
"2025","C38067","North Dakota","ND","Pembina","Very Low","Very Low","Very High","Low","Low","Middle","Low","Very Low","Low","Low","Low","Low","Low","Low","Very Low","Very Low","Low","High"
"2026","C38069","North Dakota","ND","Pierce","Very Low","Very Low","Very High","Low","Low","Middle","Low","Very Low","Middle","Low","Low","Low","Low","Low","Very Low","Very Low","Low","High"
"2027","C38071","North Dakota","ND","Ramsey","Very Low","Very Low","Very High","Low","Low","Middle","Low","Very Low","Middle","Low","Middle","Middle","Low","Middle","Very Low","Very Low","Low","High"
"2028","C38073","North Dakota","ND","Ransom","Very Low","Very Low","High","Low","Low","Middle","Low","Very Low","Low","Low","Middle","Low","Middle","Middle","Very Low","Very Low","Low","High"
"2029","C38075","North Dakota","ND","Renville","Very Low","Very Low","Very High","Middle","Low","Low","Low","Very Low","Middle","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Middle"
"2030","C38077","North Dakota","ND","Richland","Very Low","Very Low","High","Low","Low","Middle","Low","Very Low","Low","Low","Middle","Middle","Middle","Middle","Very Low","Very Low","Low","High"
"2031","C38079","North Dakota","ND","Rolette","Very Low","Very Low","Very High","Low","Low","Low","Low","Very Low","Middle","Low","Low","Low","Low","Low","Very Low","Very Low","Middle","High"
"2032","C38081","North Dakota","ND","Sargent","Very Low","Very Low","High","Low","Low","Middle","Low","Very Low","Low","Low","Middle","Low","Middle","Middle","Very Low","Very Low","Low","High"
"2033","C38083","North Dakota","ND","Sheridan","Very Low","Very Low","Very High","Low","Low","Middle","Low","Very Low","Middle","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","High"
"2034","C38085","North Dakota","ND","Sioux","Very Low","Very Low","High","Middle","Low","Middle","Low","Very Low","Middle","Low","Middle","Low","Middle","Low","Very Low","Very Low","Low","Middle"
"2035","C38087","North Dakota","ND","Slope","Very Low","Very Low","High","Middle","Low","Middle","Low","Very Low","Middle","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Middle"
"2036","C38089","North Dakota","ND","Stark","Very Low","Very Low","High","Low","Low","Middle","Low","Very Low","Middle","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Middle"
"2037","C38091","North Dakota","ND","Steele","Very Low","Very Low","Very High","Low","Low","Middle","Low","Very Low","Middle","Low","Middle","Low","Middle","Middle","Very Low","Very Low","Low","High"
"2038","C38093","North Dakota","ND","Stutsman","Very Low","Very Low","Very High","Low","Low","Middle","Low","Very Low","Middle","Low","Middle","Low","Low","High","Very Low","Very Low","Low","High"
"2039","C38095","North Dakota","ND","Towner","Very Low","Very Low","Very High","Low","Low","Middle","Low","Very Low","Middle","Low","Low","Low","Low","Low","Very Low","Very Low","Low","High"
"2040","C38097","North Dakota","ND","Traill","Very Low","Very Low","Very High","Low","Low","Middle","Low","Very Low","Middle","Low","Low","Low","Middle","Middle","Very Low","Very Low","Low","High"
"2041","C38099","North Dakota","ND","Walsh","Very Low","Very Low","Very High","Low","Low","Middle","Low","Very Low","Middle","Low","Low","Low","Low","Middle","Very Low","Very Low","Low","High"
"2042","C38101","North Dakota","ND","Ward","Very Low","Very Low","Very High","Low","Low","Low","Low","Very Low","Middle","Low","Middle","Low","Low","Middle","Very Low","Very Low","Low","High"
"2043","C38103","North Dakota","ND","Wells","Very Low","Very Low","Very High","Low","Low","Middle","Low","Very Low","Middle","Low","Middle","Low","Low","Middle","Very Low","Very Low","Low","High"
"2044","C38105","North Dakota","ND","Williams","Very Low","Very Low","Very High","Middle","Low","Low","Low","Very Low","Middle","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Middle"
"2045","C39001","Ohio","OH","Adams","Very Low","Very Low","Middle","Low","Low","Middle","Middle","Low","Middle","Low","High","Middle","Middle","Low","Very Low","Very Low","Low","Middle"
"2046","C39003","Ohio","OH","Allen","Very Low","Very Low","Middle","Low","Low","Middle","Middle","Low","Middle","Low","High","Low","Middle","Low","Very Low","Very Low","Low","Middle"
"2047","C39005","Ohio","OH","Ashland","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","Middle","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Middle"
"2048","C39007","Ohio","OH","Ashtabula","Very Low","Low","Middle","Low","Low","Middle","Low","Low","High","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Very High"
"2049","C39009","Ohio","OH","Athens","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","Middle","Low","High","Middle","Low","Low","Very Low","Very Low","Low","Middle"
"2050","C39011","Ohio","OH","Auglaize","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","Middle","Low","High","Middle","Middle","Low","Very Low","Very Low","Low","Middle"
"2051","C39013","Ohio","OH","Belmont","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","Middle","Low","High","Middle","Low","Low","Very Low","Very Low","Low","Low"
"2052","C39015","Ohio","OH","Brown","Very Low","Very Low","Middle","Low","Low","Middle","Middle","Low","Middle","Low","High","Middle","Middle","Low","Very Low","Very Low","Low","Middle"
"2053","C39017","Ohio","OH","Butler","Very Low","Very Low","Middle","Low","Low","Middle","Middle","Low","High","Low","High","Middle","Middle","Low","Very Low","Very Low","Low","Middle"
"2054","C39019","Ohio","OH","Carroll","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","Low","Low","Middle","Middle","Low","Low","Very Low","Very Low","Low","Middle"
"2055","C39021","Ohio","OH","Champaign","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","Middle","Low","High","Low","Middle","Low","Very Low","Very Low","Low","Middle"
"2056","C39023","Ohio","OH","Clark","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","High","Low","High","Middle","Middle","Low","Very Low","Very Low","Low","Middle"
"2057","C39025","Ohio","OH","Clermont","Very Low","Very Low","Middle","Low","Low","Middle","Middle","Low","Middle","Low","High","Middle","Middle","Low","Very Low","Very Low","Low","Middle"
"2058","C39027","Ohio","OH","Clinton","Very Low","Very Low","Middle","Low","Low","Middle","Middle","Low","High","Low","High","Low","Middle","Low","Very Low","Very Low","Low","Middle"
"2059","C39029","Ohio","OH","Columbiana","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","Middle","Low","Middle","Middle","Middle","Low","Very Low","Very Low","Low","Middle"
"2060","C39031","Ohio","OH","Coshocton","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","Low","Low","Middle","Middle","Low","Low","Very Low","Very Low","Low","Low"
"2061","C39033","Ohio","OH","Crawford","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","Middle","Low","Middle","Low","Middle","Low","Very Low","Very Low","Low","Middle"
"2062","C39035","Ohio","OH","Cuyahoga","Very Low","Low","Middle","Low","Low","Middle","Low","Low","Middle","Low","Middle","Middle","Low","Low","Very Low","Very Low","Low","High"
"2063","C39037","Ohio","OH","Darke","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","Middle","Low","High","Middle","Middle","Low","Very Low","Very Low","Low","Middle"
"2064","C39039","Ohio","OH","Defiance","Very Low","Very Low","Middle","Low","Low","Middle","Middle","Low","High","Low","High","Low","High","Low","Very Low","Very Low","Low","Middle"
"2065","C39041","Ohio","OH","Delaware","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Middle"
"2066","C39043","Ohio","OH","Erie","Very Low","Low","Middle","Low","Low","Middle","Low","Low","Middle","Low","Middle","Low","Middle","Low","Very Low","Very Low","Low","Middle"
"2067","C39045","Ohio","OH","Fairfield","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","Middle","Low","High","Middle","Low","Low","Very Low","Very Low","Low","Middle"
"2068","C39047","Ohio","OH","Fayette","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","High","Low","High","Low","Middle","Low","Very Low","Very Low","Low","Middle"
"2069","C39049","Ohio","OH","Franklin","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","Middle","Low","High","Middle","Low","Low","Very Low","Very Low","Low","Middle"
"2070","C39051","Ohio","OH","Fulton","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","High","Low","Middle","Low","High","Low","Very Low","Very Low","Low","Middle"
"2071","C39053","Ohio","OH","Gallia","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","Middle","Low","High","Middle","Low","Low","Very Low","Very Low","Low","Low"
"2072","C39055","Ohio","OH","Geauga","Very Low","Low","Middle","Low","Low","Middle","Low","Low","Middle","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Very High"
"2073","C39057","Ohio","OH","Greene","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","High","Low","High","Middle","Middle","Low","Very Low","Very Low","Low","Middle"
"2074","C39059","Ohio","OH","Guernsey","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","Low","Low","High","Middle","Low","Low","Very Low","Very Low","Low","Low"
"2075","C39061","Ohio","OH","Hamilton","Very Low","Very Low","Middle","Low","Low","Middle","High","Low","Middle","Low","High","High","Middle","Low","Very Low","Very Low","Low","Middle"
"2076","C39063","Ohio","OH","Hancock","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","High","Low","Middle","Low","Middle","Low","Very Low","Very Low","Low","Middle"
"2077","C39065","Ohio","OH","Hardin","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","Middle","Low","High","Low","Middle","Low","Very Low","Very Low","Low","Middle"
"2078","C39067","Ohio","OH","Harrison","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","Low","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Low"
"2079","C39069","Ohio","OH","Henry","Very Low","Very Low","Middle","Low","Low","Middle","Middle","Low","High","Low","Middle","Low","Middle","Low","Very Low","Very Low","Low","Middle"
"2080","C39071","Ohio","OH","Highland","Very Low","Very Low","Middle","Low","Low","Middle","Middle","Low","High","Low","High","Low","Middle","Low","Very Low","Very Low","Low","Middle"
"2081","C39073","Ohio","OH","Hocking","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","Middle","Low","High","Middle","Low","Low","Very Low","Very Low","Low","Middle"
"2082","C39075","Ohio","OH","Holmes","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","Low","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Middle"
"2083","C39077","Ohio","OH","Huron","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","Middle","Low","Middle","Low","Middle","Low","Very Low","Very Low","Low","Middle"
"2084","C39079","Ohio","OH","Jackson","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","Middle","Low","High","Low","Low","Low","Very Low","Very Low","Low","Low"
"2085","C39081","Ohio","OH","Jefferson","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","Middle","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Low"
"2086","C39083","Ohio","OH","Knox","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","Low","Low","High","Low","Low","Low","Very Low","Very Low","Low","Middle"
"2087","C39085","Ohio","OH","Lake","Very Low","Low","Middle","Low","Low","Middle","Low","Low","Middle","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","High"
"2088","C39087","Ohio","OH","Lawrence","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","Middle","Middle","High","Middle","Low","Low","Very Low","Very Low","Low","Low"
"2089","C39089","Ohio","OH","Licking","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","Middle","Low","High","Middle","Low","Low","Very Low","Very Low","Low","Middle"
"2090","C39091","Ohio","OH","Logan","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","Middle","Low","High","Middle","Middle","Low","Very Low","Very Low","Low","Middle"
"2091","C39093","Ohio","OH","Lorain","Very Low","Low","Middle","Low","Low","Middle","Low","Low","Middle","Low","Middle","Middle","Low","Low","Very Low","Very Low","Low","Middle"
"2092","C39095","Ohio","OH","Lucas","Very Low","Low","Middle","Low","Low","Middle","Low","Low","Very High","Low","High","Low","High","Low","Very Low","Very Low","Low","Middle"
"2093","C39097","Ohio","OH","Madison","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","Middle","Low","High","Low","Middle","Low","Very Low","Very Low","Low","Middle"
"2094","C39099","Ohio","OH","Mahoning","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","Middle","Low","Middle","Low","Middle","Low","Very Low","Very Low","Low","Middle"
"2095","C39101","Ohio","OH","Marion","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","Low","Low","High","Middle","Middle","Low","Very Low","Very Low","Low","Middle"
"2096","C39103","Ohio","OH","Medina","Very Low","Very Low","Middle","Low","Low","Middle","Low","Low","Middle","Low","Middle","Low","Low","Low","Very Low","Very Low","Low","Middle"
